num_games_complete,update_num,val_loss,action_loss,entropy_loss,total_policy_steps,total_elapsed_time,curr_entropy_coef,curr_reward_weight
5,1,0.006732809880001393,-0.02482738095689759,0.11015536348025005,9600,0.02952357119984097,,
40,2,0.007219063231605105,-0.031566757519855555,0.10885428806145987,14400,0.05704510052998861,,
101,3,0.008756389316598263,-0.03543394989222482,0.10838719165325159,19200,0.0839476767513487,,
161,4,0.008789765492838341,-0.03565073548221941,0.11517159589131673,24000,0.11079854269822438,,
209,5,0.00914043514324779,-0.03340927347168569,0.10168161280949907,28800,0.1383085205157598,,
257,6,0.004768692413441992,-0.03852556910466471,0.10314926731586459,33600,0.16501987020174663,,
310,7,0.015219216220915162,-0.033001135422455266,0.1113598508834839,38400,0.19179691784911684,,
361,8,0.012231704810740969,-0.036921052265885615,0.12012661266326906,43200,0.21836145361264547,,
407,9,0.005219003184174653,-0.0347810831502405,0.12112573897838588,48000,0.24506212559011248,,
461,10,0.011397248611562343,-0.03340373459747449,0.11733927961190548,52800,0.2712413136164347,,
518,11,0.013036044660111656,-0.03128226168470671,0.1282587247292201,57600,0.29751506593492294,,
569,12,0.011704052575441892,-0.03220744069670521,0.12351005132993059,62400,0.32432079275449116,,
617,13,0.008890544048335869,-0.03360918226535432,0.11885012785593672,67200,0.3507126012113359,,
670,14,0.010471699797926703,-0.03574876389769391,0.12208087253570553,72000,0.3771641644504335,,
720,15,0.010222249767684844,-0.037499744472734166,0.12205518734455108,76800,0.4040282371971342,,
770,16,0.011944640941631708,-0.03072141004098133,0.12758443097273506,81600,0.4303589602311452,,
822,17,0.01279701230826807,-0.035431985305816247,0.1216016791264216,86400,0.4572639207045237,,
861,18,0.013612443766639141,-0.029547149272487635,0.12281172414620717,91200,0.48387328220738307,,
915,19,0.009464406628103461,-0.03504873725566237,0.12708564126491542,96000,0.5105534303850597,,
963,20,0.009211297759611626,-0.035617289162958816,0.11958051061630251,100800,0.5374533318148719,,
1016,21,0.0103973470152899,-0.036110830862404936,0.1231715818246206,105600,0.5641846468713548,,
1059,22,0.010722938744947896,-0.033936388425308904,0.12093161749839791,110400,0.5909222341246075,,
1106,23,0.006809973225002371,-0.03761645427475742,0.123280024488767,115200,0.6180524285634359,,
1149,24,0.016984681923834916,-0.033601006952812894,0.11725711448987321,120000,0.6449852297703426,,
