num_games_complete,update_num,val_loss,action_loss,entropy_loss,total_policy_steps,total_elapsed_time,curr_entropy_coef,curr_reward_weight
0,1,0.004801910917308305,-0.016121245321710376,0.10599092026054861,6400,0.01670797069867452,,
0,2,0.00016265838618210183,-0.018054523021146452,0.11747988508641713,9600,0.03312898490164015,,
0,3,7.44071808355784e-05,-0.030822911094355733,0.12313849633932117,12800,0.04908386177486843,,
0,4,6.408690825878693e-05,-0.023409775168101988,0.12367212706804279,16000,0.0646628772550159,,
0,5,3.315051206982389e-05,-0.038648524400377936,0.11907369571924206,19200,0.08034211940235562,,
0,6,2.888599877053366e-05,-0.030829246312714532,0.1094586793631315,22400,0.09612432069248623,,
2,7,0.00017043248456047878,-0.029278206212893565,0.11006620061397551,25600,0.111835501326455,,
6,8,0.0002043924246208917,-0.027674465044128738,0.11207421422004704,28800,0.12762496319082048,,
10,9,0.00024817059190809234,-0.02671217063974609,0.1112655578553676,32000,0.14354766501320734,,
14,10,0.0019970482330563754,-0.01660353168963411,0.10432091534137729,35200,0.15942446165614657,,
19,11,0.00020424153680096425,-0.028336462063111866,0.1185939615219832,38400,0.17510176764594185,,
24,12,0.002378252869334574,-0.029267005001179312,0.12320823325216781,41600,0.19085626853836907,,
36,13,0.0003200433465508468,-0.024181290342312423,0.10898381914198403,44800,0.2068730354309082,,
44,14,0.00013597853446754016,-0.036491781070708385,0.11133276951313024,48000,0.22250003397464752,,
54,15,0.00019549896554735824,-0.026798487888208912,0.10462209193408493,51200,0.23823121507962544,,
64,16,0.0001999703095748373,-0.034166754749071514,0.11325776316225525,54400,0.2539063105980555,,
75,17,0.0001466318739858252,-0.03330922997980679,0.12128418377041816,57600,0.2697368142339918,,
82,18,0.0017585722872581755,-0.025807485812219966,0.12308039742708206,60800,0.2854906134472953,,
89,19,0.003177243650645778,-0.02510627181673044,0.1155004435628653,64000,0.3010331040620804,,
96,20,0.0033437208688496868,-0.02717548247551349,0.11545870041847214,67200,0.3171230420801375,,
106,21,0.0036685759586134736,-0.021024381339884712,0.12847400116920474,70400,0.33265987979041206,,
111,22,0.0016598448212789662,-0.019064424739735842,0.11606963315606107,73600,0.3480164631870058,,
115,23,0.0024902059848727733,-0.024970764433510338,0.13193678742647166,76800,0.36334406865967644,,
122,24,0.003398518780181803,-0.023941070384353225,0.1395433155894281,80000,0.37859057386716205,,
133,25,0.009641327317376635,-0.020305563120200532,0.12827905997633932,83200,0.3937519504626592,,
142,26,0.010699896811729559,-0.030745068789315155,0.1462601076960564,86400,0.40894495652781593,,
146,27,0.004998478854804489,-0.02687780978885712,0.14122745195031167,89600,0.4616427393754323,,
152,28,0.0035743041890555103,-0.03504176833401971,0.13255547675490378,92800,0.4772196133269204,,
160,29,0.002956354391676541,-0.02611763630538917,0.13487698876857757,96000,0.4927524534198973,,
168,30,0.002165524624092541,-0.033341788634344026,0.13077965858578683,99200,0.5082570052146912,,
172,31,0.00019280114133835013,-0.04207411779714221,0.13605345883965492,102400,0.5238935018248029,,
178,32,0.0031324331077712485,-0.02812924418772127,0.12073963852226739,105600,0.5396347020069758,,
187,33,0.000899769530519734,-0.028603124926075908,0.13238158655166618,108800,0.5550578031937281,,
192,34,0.0002614429576169641,-0.03216124552191104,0.12704625900089725,112000,0.5706575203604168,,
197,35,0.0031363031582827714,-0.024989811975910926,0.12321676328778257,115200,0.586192281709777,,
203,36,0.004697481024709305,-0.030931292997041736,0.12140927261114125,118400,0.6019733117686378,,
