num_games_complete,update_num,val_loss,action_loss,entropy_loss,total_policy_steps,total_elapsed_time,curr_entropy_coef,curr_reward_weight
836,88,0.004615752665267791,-0.04896159479394555,0.13451937441031145,427200,1.749160083797243,,
840,89,0.0009112210519864069,-0.05179851382272318,0.13701735035578397,432000,1.768398384584321,,
847,90,0.0023679001079775237,-0.04974082884630964,0.13589421069622046,436800,1.7875134983989927,,
856,91,0.002296556435006399,-0.04862674323958345,0.13233935821056367,441600,1.806763582693206,,
865,92,0.0021360835882660465,-0.04940572762570809,0.12797195482254028,446400,1.8260015183024936,,
875,93,0.004643697676995847,-0.04663172666381191,0.12770406440893806,451200,1.8453855039013756,,
882,94,0.002009232081400114,-0.04803512880801766,0.12447531751791642,456000,1.864279196328587,,
889,95,0.0017258950164735628,-0.04695796834688129,0.11762870061397557,460800,1.8830431574583053,,
905,96,0.0013682814952820385,-0.052454798770243845,0.11416700057188668,465600,1.9020210768116845,,
920,97,0.0011230970942657829,-0.05481444994984486,0.11483053255081173,470400,1.9211619448661805,,
935,98,0.004335690375834626,-0.04332323035656979,0.11852757314840953,475200,1.9397951081064013,,
944,99,0.002341819384067397,-0.04738979648712605,0.11334325118859606,480000,1.9586755825413598,,
957,100,0.0022357838791018975,-0.04503580177676365,0.10936493110656734,484800,1.9774000841379165,,
970,101,0.0011920571835313846,-0.050270439130690646,0.11678965882460277,489600,1.9961272356907527,,
983,102,0.004232745536743702,-0.03508320445462232,0.1061636760830879,494400,2.0795288523700504,,
996,103,0.002363784788030898,-0.0428096679694742,0.1047616073091825,499200,2.098951851990488,,
1001,104,0.002149486833756479,-0.04638473784677141,0.09538769203424456,504000,2.1183221083217196,,
1005,105,0.0008740954770473763,-0.05265345010799744,0.10336540645360955,508800,2.137637116180526,,
1017,106,0.0026115165986993817,-0.050861952434449145,0.0976924315690995,513600,2.1571648267242645,,
1027,107,0.003924859534405792,-0.03918441603739969,0.10008886663118995,518400,2.1765666537152395,,
1034,108,0.0012042932604041804,-0.04867794214369496,0.10426131256421418,523200,2.1959288411007987,,
1041,109,0.0021521741601948936,-0.047376498959298866,0.09664501613378527,528000,2.2154044053289623,,
1052,110,0.002192393841202526,-0.04359579644999106,0.099486802260081,532800,2.234844144185384,,
1060,111,0.000922302760166834,-0.05456206516052286,0.10097854036092757,537600,2.254503831068675,,
1070,112,0.0019188549489626895,-0.04882332015853687,0.10458890968561171,542400,2.2738695675796934,,
1095,113,0.0029156772875770305,-0.04828194349677991,0.10269008890787759,547200,2.2931911953290305,,
1112,114,0.002430432174029799,-0.045381724006923224,0.09678292594353359,552000,2.312399205432998,,
1125,115,0.0015624587423493117,-0.04264967464108243,0.09986031474669771,556800,2.3316675583521524,,
1135,116,0.006002575091709635,-0.037338591656134665,0.11273809254169462,561600,2.3511744752195147,,
1145,117,0.0014032177616021121,-0.04490568547759419,0.11077385767300924,566400,2.370063155889511,,
1154,118,0.004636419662104648,-0.03299962577045032,0.11888504564762123,571200,2.389231845471594,,
1161,119,0.00027465272692097644,-0.05720750410449303,0.11921415221691137,576000,2.408685639037026,,
1172,120,0.0021169120360658173,-0.02831985482092326,0.10854656406243648,580800,2.4278102547592586,,
1184,121,0.0037841031374531062,-0.03585736230985882,0.10790913363297787,585600,2.4471837781535255,,
1195,122,0.0009314772952166095,-0.03579165534562587,0.10762954640388478,590400,2.466679094500012,,
1202,123,0.0020134155371124506,-0.03143832776991786,0.10284195413192115,595200,2.485901329980956,,
1216,124,0.001951226762442578,-0.035984292844902184,0.11118049303690593,600000,2.50508960545063,,
1225,125,0.0017009220497736048,-0.036862874280226755,0.11869547800223033,604800,2.5245484624968633,,
1235,126,0.004136417606575075,-0.03231272977471538,0.11109245210886003,609600,2.543849809964498,,
1245,127,0.0007885535903066435,-0.03805301824953252,0.10488994574546813,614400,2.615405095749431,,
1259,128,0.0023874614688187044,-0.036844629369079486,0.10763045656681057,619200,2.6351910236146714,,
1264,129,5.3948922300151025e-05,-0.04915347404069811,0.10287440989414856,624000,2.654743212527699,,
1276,130,0.006201174599179164,-0.030259757963600958,0.10153788232803346,628800,2.674762385222647,,
1291,131,0.0031418630006858923,-0.038237054061391974,0.11059976631402972,633600,2.694327715833982,,
1306,132,0.002522546657443551,-0.03144517830514815,0.11781236787637082,638400,2.713947132693397,,
1314,133,0.0004903071881926735,-0.04472889923314748,0.11727185948689778,643200,2.7335177541441387,,
1327,134,0.006472731948936901,-0.032875792879652484,0.10762649202346804,648000,2.7526370583640203,,
1337,135,0.0026689316018746467,-0.04665711143875342,0.12049704114596044,652800,2.7721478295326234,,
1351,136,0.002806105877728745,-0.050930259335655134,0.11685892105102538,657600,2.791500884162055,,
1358,137,0.0015939940565052287,-0.04805460839852458,0.12097753532727552,662400,2.810906113187472,,
1372,138,0.004423727709702992,-0.050502209751478705,0.12760823710759478,667200,2.8302172633012135,,
1379,139,0.0026060503356954237,-0.048540112981694014,0.1124094055891036,672000,2.849625436531173,,
1388,140,0.0012337420172116253,-0.05081859788897418,0.12423587457338973,676800,2.8688229093286726,,
1406,141,0.004276842804635332,-0.04748800780904882,0.11626671520868935,681600,2.888436788188087,,
1417,142,0.0029492877821515624,-0.04980202028064014,0.12316987486680349,686400,2.9076137258609136,,
1426,143,0.0017709340826210487,-0.041801759214574,0.1180645307302475,691200,2.926520245075226,,
1433,144,0.002471145673189312,-0.04873570735726389,0.12655495619773863,696000,2.9457813842429057,,
1444,145,0.001988666824036045,-0.046061912184813994,0.12037335936228434,700800,2.9651261801189848,,
1454,146,0.00324859209843756,-0.0490843923362263,0.12374948724110928,705600,2.9842968428797194,,
1464,147,0.0026898145236676405,-0.04840655438644414,0.12009984529018403,710400,3.0035958707994883,,
1476,148,0.0015801441091753076,-0.04955335868774758,0.12310763478279113,715200,3.0229040159781775,,
1485,149,0.0016329859648976709,-0.04846200327538099,0.11866284334659571,720000,3.041898476878802,,
1493,150,0.0014522635249401598,-0.053819302576448534,0.11016858967145278,724800,3.0611314054992462,,
1510,151,0.0035012279889391116,-0.04527023295716693,0.11521873362859089,729600,3.080713692307472,,
1523,152,0.0032153980602743102,-0.04346423652471761,0.11850647377967835,734400,3.178013201157252,,
1528,153,0.0017545041385650013,-0.05330147080834043,0.1176379553874334,739200,3.197310400274065,,
1537,154,0.0022971086476900383,-0.041889254520113654,0.10777596171696983,744000,3.216357766787211,,
1547,155,0.0012051536369350893,-0.049913456138892795,0.12121053715546926,748800,3.2354592629273733,,
1552,156,0.0011501746676610006,-0.054569324583523364,0.11531941370169314,753600,3.254795788327853,,
1565,157,0.002671707757447924,-0.04753658105182694,0.11567526892820991,758400,3.2742574959993362,,
1576,158,0.0013239849912982512,-0.05498322235192366,0.12085280426343285,763200,3.2936613514026005,,
1590,159,0.002814526021514515,-0.04972150386107994,0.1250479876597722,768000,3.3128209659788346,,
1599,160,0.0017879912651551423,-0.0513517725232911,0.12196308155854545,772800,3.3319259815745883,,
1613,161,0.0039365360516967485,-0.05129215612469125,0.1198934006690979,777600,3.350930777721935,,
1625,162,0.002475137051321023,-0.05205222192162182,0.1181527643601099,782400,3.3701839597357646,,
1632,163,0.003264883219768914,-0.04511128783754733,0.11641664222876237,787200,3.389219572875235,,
1644,164,0.002383030514223113,-0.048611608393154405,0.11903303591410323,792000,3.4090415555238724,,
1656,165,0.005367850797968762,-0.04639368312673468,0.11848061994711562,796800,3.4284313727087445,,
1669,166,0.0038887104943569283,-0.051453950359185305,0.11852854216098783,801600,3.447826753788524,,
1675,167,0.0008129385714710224,-0.04847778921139252,0.11846909968058264,806400,3.467123706142108,,
1683,168,0.002900832911473117,-0.04003169335555867,0.1251277327140173,811200,3.4864766120910646,,
1693,169,0.003935551158792805,-0.040893012392583236,0.12236625496546423,816000,3.505706486172146,,
1700,170,0.003991925431788937,-0.046001941213035025,0.12238555792967488,820800,3.5251569030682246,,
1712,171,0.004901519562069249,-0.03685209751007885,0.12471639835834504,825600,3.5442922982242373,,
1723,172,0.0023142232462608566,-0.051529851625067145,0.12378236154715218,830400,3.5637882881032095,,
1732,173,0.004541649929039219,-0.04447893825175318,0.12476669243971501,835200,3.582885018785795,,
1748,174,0.004636895064565275,-0.04347907006103924,0.12480288763840997,840000,3.602114181584782,,
1761,175,0.0023887622182276877,-0.04007669744096347,0.12614754847685494,844800,3.621667664978239,,
1769,176,0.0019205623980572757,-0.04876734479633645,0.12222025815645848,849600,3.641075487136841,,
1778,177,0.0013867036718390106,-0.0425698365588687,0.12530342165629063,854400,3.7075317141744826,,
1786,178,0.002421091504705449,-0.04843054796474462,0.12199535318215687,859200,3.7268539898925357,,
1798,179,0.0019699190146639013,-0.050543747130359404,0.12354630927244822,864000,3.746214070253902,,
1808,180,0.001951891300511003,-0.0441290921644395,0.1211083924770355,868800,3.765427612596088,,
1818,181,0.004276838241154716,-0.04305888239929724,0.12503844050566357,873600,3.784725583526823,,
1830,182,0.005983395190802791,-0.043256012374088944,0.1261910242636998,878400,3.804325544834137,,
1842,183,0.0028547805102183093,-0.044753656648170666,0.12469607961177821,883200,3.823834630449613,,
1861,184,0.0029123874177457766,-0.049201242547648384,0.12813788914680485,888000,3.8430866358677545,,
1867,185,0.003798953527924217,-0.045666917233878244,0.12240673009554547,892800,3.862555202841759,,
1874,186,0.003010740750930078,-0.04739504923054483,0.11725026035308841,897600,3.8821745559242036,,
1888,187,0.0036143667817668756,-0.04202997526784505,0.11048486963907872,902400,3.9020594464408025,,
1904,188,0.004721630092171835,-0.0402265144213743,0.109709209005038,907200,3.9217570394277574,,
1912,189,0.0023833135310269427,-0.042204345497157195,0.11428311971823371,912000,3.9416692079438103,,
1926,190,0.0046432973181557225,-0.040750300528937564,0.11806839263439173,916800,3.9611378027333153,,
1933,191,0.0029433675337107463,-0.0482445588366924,0.12281789692242934,921600,3.9806354129314423,,
1939,192,0.0028320786254577494,-0.04759956975588769,0.1175787636439005,926400,4.000002078480191,,
1947,193,0.003131041292848143,-0.047516449829057214,0.11700075213114412,931200,4.019779919650819,,
1956,194,0.0017093823829782196,-0.05585049291939868,0.11821176747481037,936000,4.039280996719996,,
1961,195,0.0027276224284529843,-0.052517530279389275,0.1177166345516841,940800,4.05882164782948,,
1974,196,0.003505806303534579,-0.046477945214428475,0.10884909351666766,945600,4.078190663059552,,
1989,197,0.0028953780398296657,-0.05355394360764573,0.11454433655738824,950400,4.097643735607465,,
2002,198,0.0019311267458154665,-0.0531122898034179,0.11103580697377528,955200,4.11707328107622,,
2013,199,0.002192568330550178,-0.05806600046663941,0.10168378043174738,960000,4.136731848782963,,
2028,200,0.004381825990761475,-0.051959368276099364,0.10539828628301627,964800,4.1564595846335095,,
2039,201,0.0029374017673641597,-0.05102401219543632,0.10664720356464387,969600,4.176054442922275,,
2047,202,0.002539196410119378,-0.051774000614144215,0.10880138274033867,974400,4.284796709153388,,
2057,203,0.003488157438065779,-0.047277387498979806,0.10221379657586419,979200,4.3043044551213585,,
2068,204,0.0034653808190341804,-0.05526347897163456,0.11420235709349316,984000,4.323708940678173,,
2076,205,0.002125499640290703,-0.05422934686390969,0.10768902556101474,988800,4.343310126132435,,
2093,206,0.001978764201582332,-0.05311237679125043,0.10802905722459154,993600,4.362656281789143,,
2107,207,0.002840129116520984,-0.052998290536667506,0.10559442762533822,998400,4.38243501206239,,
2117,208,0.0019925926345119175,-0.04929927712182689,0.1078303234974543,1003200,4.401973805030187,,
2125,209,0.0009368406223074999,-0.057458686053966326,0.10742484084765123,1008000,4.421481135288874,,
2134,210,0.0014402683777007042,-0.05441891442836398,0.10450397308667506,1012800,4.44129708038436,,
2147,211,0.0021239489748647125,-0.054764900453058846,0.10881618700424821,1017600,4.46079398671786,,
2164,212,0.004521079574139246,-0.050948906217793896,0.10890997437636059,1022400,4.480351961519983,,
2170,213,0.0022619166782533286,-0.0500651202162165,0.10184335668881732,1027200,4.500108841260274,,
2188,214,0.004376523254904896,-0.04962187183070152,0.10758926761150364,1032000,4.52001514699724,,
2197,215,0.002414523868598432,-0.0523136923632895,0.11203981888294225,1036800,4.539397292203374,,
2201,216,0.001947317927139617,-0.05432138179482233,0.10847396687666573,1041600,4.559005930291282,,
2214,217,0.003058162748129689,-0.04121636974014109,0.10573883581161493,1046400,4.578590819305844,,
2225,218,0.005113710487785283,-0.044624158457008886,0.10967748129367831,1051200,4.598413499130143,,
2238,219,0.004267003642720132,-0.04663566874805838,0.11278337017695114,1056000,4.617961361077096,,
2248,220,0.0012243739203161871,-0.04949012404831592,0.11680026264985413,1060800,4.637548859980371,,
2259,221,0.0017408236765428834,-0.049262477582669814,0.11721710546811416,1065600,4.657644067936474,,
2269,222,0.0017407200147620946,-0.05228788793917071,0.11183564448356637,1070400,4.677025152775976,,
2280,223,0.0015409481591632356,-0.0533991723359577,0.11662372446060185,1075200,4.696502759721544,,
2292,224,0.003776651371178256,-0.04355740928550252,0.11061981193224592,1080000,4.716189028951857,,
2308,225,0.005819890216904848,-0.035462877492045665,0.12038743658860528,1084800,4.735923401779599,,
2319,226,0.0018917376907969204,-0.047181865958555134,0.1182470174233118,1089600,4.755387773381339,,
2332,227,0.0024638253339314057,-0.049814731826336354,0.11447279596328735,1094400,4.847308817307154,,
2343,228,0.001082463251198836,-0.050654398494710526,0.11701846536000571,1099200,4.866848265197542,,
2356,229,0.0011935849392709012,-0.051533989180522134,0.11328601853052776,1104000,4.88671674893962,,
2361,230,0.0010114990443980787,-0.05153945133060915,0.12313138870398198,1108800,4.906281210647689,,
2367,231,0.0010433331131935119,-0.05433666509391818,0.10975064814090733,1113600,4.926262090404828,,
2375,232,0.0013233062826960426,-0.05440575895117945,0.10427949059009543,1118400,4.946459308399095,,
2381,233,0.0012349811000603949,-0.053338740934820335,0.10498943618933358,1123200,4.966161301665836,,
2392,234,0.00180872411801829,-0.055414952564266665,0.11523083829879756,1128000,4.98593695640564,,
2403,235,0.0013170108425886913,-0.058367793836199174,0.11165566474199297,1132800,5.005932771099938,,
2416,236,0.0026324309656047262,-0.05637292135943426,0.1107504114309946,1137600,5.025759613778856,,
2426,237,0.0040694387546561,-0.044670389279781376,0.1143412507375081,1142400,5.045633681813876,,
2433,238,0.0032245133825805775,-0.03184341621144995,0.11832570238908133,1147200,5.065245202912225,,
2445,239,0.002467455620596108,-0.03707638003312847,0.11584517041842138,1152000,5.085293310549524,,
2458,240,0.0029825278206165725,-0.041779049136465574,0.11679063940048216,1156800,5.1051651478475994,,
2468,241,0.004994406973734536,-0.03936862501432188,0.1209219741821289,1161600,5.124653437071377,,
2480,242,0.003649621682416182,-0.048788244114499925,0.12532657424608867,1166400,5.144270581404368,,
2490,243,0.002303858114949738,-0.04933881600663881,0.12246882228056591,1171200,5.164046694371436,,
2504,244,0.0029600150674620332,-0.050473691689088204,0.11474465791384382,1176000,5.183952782286538,,
2513,245,0.0017451740459364373,-0.04946767294944342,0.11450475398699436,1180800,5.203433283434974,,
2523,246,0.0020214426462189295,-0.04802760135906586,0.11905545771121975,1185600,5.222918167246712,,
2538,247,0.005760103235661518,-0.05127670531073818,0.11932580554485325,1190400,5.242285804549853,,
2547,248,0.0018052427214570344,-0.05540973849407844,0.12553475824991855,1195200,5.2617147243022915,,
2556,249,0.0014594112176079459,-0.05440711326191376,0.12022707903385156,1200000,5.281223522358471,,
2570,250,0.0035682569375543,-0.046190437469097866,0.11917163860797886,1204800,5.300667534536785,,
2579,251,0.0017546470389788738,-0.052907717488172544,0.12088777470588682,1209600,5.3202886746989355,,
2591,252,0.0028961448902312743,-0.03519750128519566,0.11821593451499933,1214400,5.421364967094528,,
2601,253,0.0019097535558103118,-0.05025900951198613,0.12116579985618588,1219200,5.441042332318094,,
2618,254,0.003237225295379176,-0.04046563803009728,0.10823430951436358,1224000,5.460785236491097,,
2628,255,0.001249957287533713,-0.046723051023263906,0.10661685971419019,1228800,5.480508351325989,,
2633,256,0.001477123107785398,-0.05026689661608543,0.11247880971431738,1233600,5.500178214907646,,
2643,257,0.0010218268733297009,-0.05860057729975476,0.11677731661001843,1238400,5.5196558272176315,,
2653,258,0.0036533130595974702,-0.04292654499040509,0.1059138586521149,1243200,5.539217381146219,,
2661,259,0.0036402643909241306,-0.04738211371004582,0.10898056189219164,1248000,5.559152937399016,,
2671,260,0.0045395904444982685,-0.0420393171965164,0.1127435435056687,1252800,5.578998944825596,,
2683,261,0.002903488538140664,-0.04508525707775941,0.11336089730262759,1257600,5.598913765086068,,
2697,262,0.005672586644262386,-0.04067007693878016,0.11542271010080978,1262400,5.618524361451467,,
2708,263,0.004980968379337962,-0.04763987441213734,0.11495114886760713,1267200,5.638312751452128,,
2723,264,0.0059611844374254964,-0.05094774314887521,0.11090784498055771,1272000,5.658052329950863,,
2737,265,0.0036191296652153446,-0.053173397193556106,0.11203041823705047,1276800,5.677697916362021,,
2744,266,0.0021781004879206497,-0.04611001596446537,0.1078703101873398,1281600,5.697362110349867,,
2756,267,0.002517434403853258,-0.04790816247617234,0.11469208025932315,1286400,5.717266587085194,,
2765,268,0.0017298526077259642,-0.048884095952356196,0.11422962554295861,1291200,5.736916966107157,,
2773,269,0.002722939041996142,-0.04760192212167264,0.11328854366143547,1296000,5.756844404869609,,
2780,270,0.0029139762563621238,-0.050868705810232014,0.10658887974421181,1300800,5.776670701834891,,
2795,271,0.0035665679924325863,-0.052383742846420014,0.10780676786104836,1305600,5.796504551238484,,
2811,272,0.005147126359346051,-0.03646059737293399,0.10898842179775235,1310400,5.816884596612718,,
2821,273,0.0029021101916441696,-0.042980485155029176,0.10405694262186681,1315200,5.8365743990739185,,
2833,274,0.0017800353203104653,-0.05689233104688659,0.11323811916510265,1320000,5.85661538236671,,
2845,275,0.002127999873361356,-0.05310536557132461,0.11413356681664781,1324800,5.876433398591147,,
2853,276,0.002653456501623926,-0.04978873214846923,0.11375033712387082,1329600,5.896014645497004,,
2857,277,0.001732703627203591,-0.04571119366940669,0.12108719686667117,1334400,6.009883536630206,,
2867,278,0.001932713033844872,-0.05309780935810219,0.1238560378948847,1339200,6.029704322417577,,
2883,279,0.0038792928811744788,-0.04319259630635012,0.12883248595396682,1344000,6.049633924365043,,
2897,280,0.004999238071832224,-0.04269336588768056,0.12344662956396743,1348800,6.069628143111864,,
2903,281,0.0015092000119087364,-0.04484117090226694,0.13123671774069473,1353600,6.089202373027802,,
2918,282,0.002579118210996967,-0.050818954749653734,0.13034473252296438,1358400,6.108692254953914,,
2932,283,0.0023062956063464907,-0.045682449561339426,0.13280541332562765,1363200,6.128734927442339,,
2943,284,0.0026688045630483734,-0.05050010655416675,0.12581750977039327,1368000,6.148484398590194,,
2958,285,0.001514481288419726,-0.04876732917786437,0.12798968104521433,1372800,6.168436522020234,,
2962,286,0.0012607358199602458,-0.055111226413525095,0.1328673151334127,1377600,6.188285590608914,,
2972,287,0.0017846065886260476,-0.053951244342958185,0.1300159642299016,1382400,6.2086081606811945,,
2986,288,0.00266504304127011,-0.052910862726275806,0.1282276762723923,1387200,6.228424977726407,,
3001,289,0.004838702497363556,-0.04597562855421226,0.1194373084704082,1392000,6.248524442381329,,
3012,290,0.0014593597182586866,-0.054980683023313756,0.13407308566570275,1396800,6.26857250975238,,
3026,291,0.003369616089548799,-0.04609087243879913,0.12674569936593363,1401600,6.288102743691868,,
3034,292,0.002612337178288726,-0.0465220187077648,0.13481688030560815,1406400,6.3080696195364,,
3042,293,0.0018136051444647213,-0.050904381155639084,0.12831528170903517,1411200,6.32797465370761,,
3050,294,0.0016387908229565558,-0.05761974154423418,0.1305920920372009,1416000,6.347817038165198,,
3062,295,0.0024843565678262774,-0.05312669497337386,0.13353814725081128,1420800,6.367615861362881,,
